source_dir,filename,n_x,n_y,n_z,n_m,particles,emitt_x,emitt_y,beta_x,beta_y,sigma_z,offset_y,seed,integration_method,n_t,cut_x,cut_y,cut_z,lumi_ee,lumi_fine,phot_e1,phot_e2,n_phot1,n_phot2,de1,de2,n_pairs,e_pairs,out_1,out_2
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_3.836_seed_360177.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,3.836,360177,,,,,,3.55792e+33,3.55312e+33,3.2852,3.26601,1.46244,1.45368,4.80441,4.74774,20252.0,25833.2,89,112
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_3.836_seed_479728.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,3.836,479728,,,,,,3.5804e+33,3.57358e+33,3.27051,3.24735,1.44942,1.4625,4.74033,4.74927,20604.0,25902.4,121,83
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_3.836_seed_527875.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,3.836,527875,,,,,,3.55857e+33,3.55144e+33,3.25564,3.27532,1.45214,1.46086,4.72763,4.78478,20502.0,25319.6,111,88
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_3.836_seed_733579.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,3.836,733579,,,,,,3.57635e+33,3.56907e+33,3.26872,3.28223,1.46588,1.46566,4.79155,4.81062,20706.0,25861.1,96,106
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_5.754_seed_100805.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,5.754,100805,,,,,,2.91315e+33,2.90883e+33,3.31522,3.30097,1.50905,1.50783,5.00284,4.97731,17620.0,24457.1,235,188
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_5.754_seed_105469.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,5.754,105469,,,,,,2.90079e+33,2.89524e+33,3.31625,3.30009,1.49808,1.51375,4.96801,4.99549,17638.0,23554.4,212,204
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_5.754_seed_130471.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,5.754,130471,,,,,,2.92779e+33,2.92269e+33,3.33586,3.29677,1.49847,1.49044,4.99869,4.91362,17530.0,23454.2,189,205
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_5.754_seed_135135.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,5.754,135135,,,,,,2.92719e+33,2.92199e+33,3.30638,3.32814,1.50268,1.49769,4.96842,4.98452,17772.0,23982.5,208,204
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_5.754_seed_143455.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,5.754,143455,,,,,,2.90759e+33,2.90218e+33,3.32299,3.32167,1.50672,1.4968,5.00683,4.97187,17838.0,24383.1,198,190
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_5.754_seed_145992.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,5.754,145992,,,,,,2.91203e+33,2.90638e+33,3.32699,3.30457,1.50051,1.50548,4.99217,4.97496,17862.0,23612.5,231,216
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_5.754_seed_153768.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,5.754,153768,,,,,,2.90634e+33,2.90081e+33,3.31954,3.32164,1.50973,1.50086,5.0116,4.9853,17690.0,23710.2,185,196
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_5.754_seed_159302.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,5.754,159302,,,,,,2.9337e+33,2.92884e+33,3.33243,3.31323,1.49318,1.49694,4.97592,4.9597,17464.0,24096.9,203,216
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_5.754_seed_167029.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,5.754,167029,,,,,,2.91961e+33,2.91443e+33,3.31237,3.32094,1.4953,1.50766,4.95298,5.00686,17666.0,23719.5,225,166
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_5.754_seed_167815.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,5.754,167815,,,,,,2.9279e+33,2.92281e+33,3.33051,3.32969,1.50876,1.50601,5.02496,5.01456,17984.0,23811.0,204,239
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_5.754_seed_286038.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,5.754,286038,,,,,,2.9317e+33,2.927e+33,3.29823,3.29543,1.50102,1.49436,4.95071,4.92457,17732.0,23197.1,198,236
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_5.754_seed_360177.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,5.754,360177,,,,,,2.91124e+33,2.90673e+33,3.30011,3.30779,1.49536,1.50298,4.93486,4.97155,18094.0,23725.5,203,218
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_5.754_seed_479728.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,5.754,479728,,,,,,2.93315e+33,2.92772e+33,3.28886,3.3094,1.49045,1.50262,4.90189,4.97277,17766.0,24194.3,256,203
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_5.754_seed_527875.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,5.754,527875,,,,,,2.91746e+33,2.91206e+33,3.32629,3.34334,1.50075,1.50526,4.99193,5.03261,17714.0,23651.2,215,188
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_5.754_seed_733579.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,5.754,733579,,,,,,2.921e+33,2.91572e+33,3.30022,3.27572,1.5037,1.50107,4.96253,4.91708,17854.0,24004.3,193,201
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_7.672_seed_100805.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,7.672,100805,,,,,,2.53411e+33,2.5294e+33,3.3742,3.32265,1.52053,1.51517,5.13057,5.03437,15944.0,22868.4,447,351
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_7.672_seed_105469.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,7.672,105469,,,,,,2.52827e+33,2.52388e+33,3.34905,3.3381,1.52065,1.52364,5.09273,5.08606,15928.0,21398.3,401,384
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_7.672_seed_130471.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,7.672,130471,,,,,,2.54632e+33,2.54152e+33,3.3429,3.32592,1.52071,1.5105,5.08357,5.02378,16382.0,22572.9,384,358
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_7.672_seed_135135.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,7.672,135135,,,,,,2.54693e+33,2.54176e+33,3.3342,3.35101,1.51923,1.52536,5.06544,5.11151,16384.0,22709.8,468,374
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_7.672_seed_143455.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,7.672,143455,,,,,,2.5328e+33,2.52817e+33,3.32749,3.3431,1.52077,1.52664,5.06035,5.10372,16116.0,22334.0,375,419
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_7.672_seed_145992.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,7.672,145992,,,,,,2.53124e+33,2.52578e+33,3.35755,3.33315,1.52548,1.52475,5.12187,5.08221,16256.0,22262.5,451,414
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_7.672_seed_153768.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,7.672,153768,,,,,,2.53131e+33,2.52583e+33,3.33653,3.33992,1.52135,1.52206,5.07605,5.08358,16028.0,23272.4,421,388
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_7.672_seed_159302.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,7.672,159302,,,,,,2.54992e+33,2.54521e+33,3.37185,3.33501,1.52148,1.51448,5.13022,5.0508,16164.0,22900.3,457,374
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_7.672_seed_167029.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,7.672,167029,,,,,,2.54349e+33,2.53849e+33,3.33311,3.35935,1.52216,1.5271,5.07352,5.13008,16420.0,22010.3,360,420
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_7.672_seed_167815.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,7.672,167815,,,,,,2.54741e+33,2.54235e+33,3.32603,3.35572,1.52408,1.52192,5.06914,5.10714,16430.0,22367.2,413,391
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_7.672_seed_286038.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,7.672,286038,,,,,,2.54772e+33,2.54285e+33,3.32535,3.35177,1.52641,1.51735,5.07586,5.08583,16258.0,22283.0,386,380
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_7.672_seed_360177.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,7.672,360177,,,,,,2.53333e+33,2.52996e+33,3.34316,3.29285,1.51335,1.52137,5.05937,5.00963,16476.0,22030.9,412,378
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_7.672_seed_479728.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,7.672,479728,,,,,,2.54813e+33,2.54245e+33,3.32143,3.33181,1.51802,1.52555,5.042,5.08284,16218.0,22408.1,418,441
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_7.672_seed_527875.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,7.672,527875,,,,,,2.54442e+33,2.53895e+33,3.33448,3.34112,1.52096,1.52727,5.07162,5.1028,16248.0,23324.1,371,378
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.030_betax_12.0_betay_0.12_sigmaz_100_offsety_7.672_seed_733579.ref,512,512,25,,0.624,1,0.030,12.0,0.12,100,7.672,733579,,,,,,2.54013e+33,2.5351e+33,3.34176,3.32332,1.52651,1.51979,5.10122,5.05075,16296.0,22623.3,408,461
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0.4953_seed_100805.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0.4953,100805,,,,,,4.5956e+33,4.58715e+33,2.93798,2.89004,1.27852,1.26442,3.75628,3.65422,27656.0,31130.9,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0.4953_seed_105469.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0.4953,105469,,,,,,4.5525e+33,4.54519e+33,2.95361,2.96064,1.26247,1.26671,3.72885,3.75027,27284.0,32268.5,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0.4953_seed_130471.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0.4953,130471,,,,,,4.58585e+33,4.57797e+33,2.95457,2.92662,1.26286,1.25837,3.7312,3.68277,27516.0,32346.0,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0.4953_seed_135135.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0.4953,135135,,,,,,4.59227e+33,4.58053e+33,2.97476,2.93871,1.27266,1.26619,3.78585,3.72098,27494.0,33182.2,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0.4953_seed_143455.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0.4953,143455,,,,,,4.58313e+33,4.57544e+33,2.94434,2.96678,1.26094,1.27321,3.71264,3.77734,27782.0,33525.7,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0.4953_seed_145992.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0.4953,145992,,,,,,4.60441e+33,4.59677e+33,2.95274,2.94952,1.27208,1.27453,3.75612,3.75926,27288.0,32512.9,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0.4953_seed_153768.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0.4953,153768,,,,,,4.57941e+33,4.56936e+33,2.92759,2.9383,1.27278,1.26575,3.72618,3.71916,27512.0,32359.4,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0.4953_seed_159302.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0.4953,159302,,,,,,4.57413e+33,4.5673e+33,2.93421,2.92378,1.26595,1.26166,3.71457,3.68882,27660.0,33149.8,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0.4953_seed_167029.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0.4953,167029,,,,,,4.5742e+33,4.56598e+33,2.91684,2.94928,1.26386,1.26739,3.68647,3.7379,27944.0,32905.4,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0.4953_seed_167815.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0.4953,167815,,,,,,4.61879e+33,4.60978e+33,2.93798,2.93432,1.27752,1.27216,3.75334,3.73292,27646.0,33581.5,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0.4953_seed_286038.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0.4953,286038,,,,,,4.60214e+33,4.59371e+33,2.94851,2.91988,1.26469,1.26263,3.72895,3.68673,27524.0,32299.8,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0.4953_seed_360177.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0.4953,360177,,,,,,4.57995e+33,4.56955e+33,2.93584,2.90702,1.2621,1.26788,3.70533,3.68575,26820.0,31901.2,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0.4953_seed_479728.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0.4953,479728,,,,,,4.59191e+33,4.58309e+33,2.91702,2.93452,1.2602,1.27046,3.67602,3.7282,27730.0,33401.3,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0.4953_seed_527875.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0.4953,527875,,,,,,4.58046e+33,4.57095e+33,2.9467,2.95015,1.26198,1.27221,3.71868,3.75321,27380.0,33658.9,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0.4953_seed_733579.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0.4953,733579,,,,,,4.60359e+33,4.59472e+33,2.92073,2.95579,1.27138,1.26898,3.71337,3.75084,27792.0,33170.9,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0,100805,,,,,,4.68622e+33,4.67833e+33,2.91614,2.903,1.25948,1.25584,3.67283,3.64569,27878.0,31906.2,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0,105469,,,,,,4.65209e+33,4.64494e+33,2.93544,2.92367,1.25494,1.26183,3.68379,3.68916,28054.0,33331.6,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0,130471,,,,,,4.65349e+33,4.64459e+33,2.94173,2.93042,1.24972,1.25267,3.67634,3.67084,28056.0,32430.1,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0,135135,,,,,,4.68873e+33,4.67585e+33,2.9378,2.93788,1.26198,1.26439,3.70746,3.71463,27906.0,32350.5,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0,143455,,,,,,4.66326e+33,4.65465e+33,2.92033,2.92322,1.25214,1.25368,3.65665,3.66479,27420.0,31651.2,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0,145992,,,,,,4.70649e+33,4.69782e+33,2.93063,2.89182,1.25669,1.25922,3.6829,3.64143,28258.0,34465.8,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0,153768,,,,,,4.67943e+33,4.66987e+33,2.92439,2.90173,1.25966,1.25824,3.68372,3.65107,28144.0,32025.5,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0,159302,,,,,,4.64947e+33,4.64148e+33,2.90941,2.91761,1.24582,1.25827,3.6246,3.67114,27688.0,32178.1,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0,167029,,,,,,4.67131e+33,4.66319e+33,2.91624,2.9102,1.25198,1.25961,3.65106,3.66571,28018.0,32559.2,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0,167815,,,,,,4.71194e+33,4.7021e+33,2.94148,2.92654,1.25898,1.25773,3.70328,3.68081,28228.0,33877.1,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0,286038,,,,,,4.66821e+33,4.65904e+33,2.92097,2.91709,1.25767,1.2522,3.67363,3.65279,28112.0,33980.6,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0,360177,,,,,,4.66653e+33,4.65369e+33,2.92158,2.94544,1.25649,1.25712,3.67094,3.70276,27996.0,33297.5,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0,479728,,,,,,4.66489e+33,4.65746e+33,2.90635,2.92207,1.24863,1.25875,3.62896,3.67816,27390.0,32123.9,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0,527875,,,,,,4.66435e+33,4.6549e+33,2.93023,2.91562,1.25136,1.25472,3.66676,3.65829,28010.0,34502.2,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_733579.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,0,733579,,,,,,4.68794e+33,4.67913e+33,2.8819,2.91906,1.26628,1.25517,3.64929,3.66391,28364.0,33350.8,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_1.4859_seed_100805.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,1.4859,100805,,,,,,4.17423e+33,4.16789e+33,3.02758,2.99673,1.31678,1.3056,3.98667,3.91252,25066.0,30630.7,1,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_1.4859_seed_105469.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,1.4859,105469,,,,,,4.14067e+33,4.1353e+33,3.01886,3.05179,1.3173,1.31018,3.97674,3.99839,25300.0,29558.7,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_1.4859_seed_130471.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,1.4859,130471,,,,,,4.18407e+33,4.17748e+33,3.03362,2.99771,1.30657,1.30041,3.96364,3.89825,25314.0,30079.8,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_1.4859_seed_135135.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,1.4859,135135,,,,,,4.1695e+33,4.16156e+33,3.03774,3.01968,1.31181,1.3132,3.98493,3.96545,24496.0,29106.0,0,3
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_1.4859_seed_143455.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,1.4859,143455,,,,,,4.16919e+33,4.16329e+33,3.02474,3.02462,1.30215,1.31436,3.93868,3.97545,24838.0,29230.9,0,1
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_1.4859_seed_145992.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,1.4859,145992,,,,,,4.17742e+33,4.17143e+33,3.03432,3.01507,1.31602,1.31887,3.99323,3.9765,25436.0,30528.2,2,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_1.4859_seed_153768.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,1.4859,153768,,,,,,4.15781e+33,4.15078e+33,3.01246,3.02314,1.30848,1.30754,3.94175,3.95288,24740.0,28738.3,1,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_1.4859_seed_159302.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,1.4859,159302,,,,,,4.17226e+33,4.16596e+33,3.02169,2.98664,1.30257,1.31003,3.93596,3.9126,25264.0,32190.8,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_1.4859_seed_167029.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,1.4859,167029,,,,,,4.16048e+33,4.15499e+33,3.01489,3.03347,1.31247,1.32018,3.95696,4.00473,24992.0,29452.3,1,3
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_1.4859_seed_167815.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,1.4859,167815,,,,,,4.19432e+33,4.18756e+33,3.027,3.00112,1.31744,1.3146,3.98789,3.94528,25114.0,30131.8,1,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_1.4859_seed_286038.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,1.4859,286038,,,,,,4.19221e+33,4.18586e+33,2.98962,3.00938,1.30821,1.30151,3.91105,3.91673,25112.0,29430.3,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_1.4859_seed_360177.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,1.4859,360177,,,,,,4.16362e+33,4.1561e+33,3.0136,2.99622,1.31321,1.30479,3.9575,3.90942,24930.0,30144.6,0,1
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_1.4859_seed_479728.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,1.4859,479728,,,,,,4.18139e+33,4.1747e+33,3.00639,3.01513,1.3006,1.30993,3.91012,3.94961,25168.0,30497.0,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_1.4859_seed_527875.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,1.4859,527875,,,,,,4.16598e+33,4.15846e+33,3.00349,3.0331,1.30436,1.31126,3.91763,3.97718,25210.0,29337.4,0,0
output,512_512_25_test_C3_250_particles_0.624_emittx_1_emitty_0.050_betax_12.0_betay_0.12_sigmaz_100_offsety_1.4859_seed_733579.ref,512,512,25,,0.624,1,0.050,12.0,0.12,100,1.4859,733579,,,,,,4.18712e+33,4.17995e+33,2.99013,3.00121,1.31099,1.3186,3.92004,3.9574,25770.0,31097.8,1,0
