filename,source_dir,seed,emitx_nm,emity_nm,n_reach,n_total
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,200.0,1.5,561,591404
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,200.0,1.5,771,763450
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,200.0,1.5,673,683782
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_238461.ref,output,238461,200.0,1.5,712,729978
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,200.0,1.5,658,669706
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,200.0,1.5,630,658646
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,200.0,2.0,548,556038
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,200.0,2.0,765,774828
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,200.0,2.0,620,684608
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,200.0,2.0,667,721952
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,200.0,2.0,592,631696
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,200.0,2.0,647,698892
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,200.0,2.0,706,742472
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,200.0,2.0,505,517196
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,200.0,2.0,503,614494
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,200.0,2.0,579,636140
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,200.0,2.0,537,617842
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,200.0,2.0,494,577262
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_394826.ref,output,394826,200.0,2.0,593,617422
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,output,479728,200.0,2.0,559,594698
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,200.0,2.5,453,535694
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,200.0,2.5,843,706868
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,200.0,2.5,595,642878
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,200.0,2.5,623,684580
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,200.0,2.5,512,569588
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,200.0,2.5,669,691344
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,200.0,2.5,640,720854
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,200.0,2.5,461,512010
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,200.0,2.5,540,573266
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,200.0,2.5,520,601798
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_238461.ref,output,238461,200.0,2.5,586,579394
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,200.0,2.5,570,591000
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,200.0,2.5,457,543882
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_394826.ref,output,394826,200.0,2.5,546,577140
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,output,479728,200.0,2.5,490,561894
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,200.0,4.0,520,540360
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,200.0,4.0,591,622790
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,200.0,4.0,529,581190
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,200.0,4.0,609,613052
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,200.0,4.0,468,494832
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,200.0,4.0,615,631812
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,200.0,4.0,557,601854
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,200.0,4.0,433,486016
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,200.0,4.0,469,558580
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,200.0,4.0,542,565474
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_238461.ref,output,238461,200.0,4.0,456,488564
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,200.0,4.0,549,582686
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,200.0,4.0,474,526350
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_394826.ref,output,394826,200.0,4.0,521,532004
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,output,479728,200.0,4.0,456,497586
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,200.0,6.0,496,557868
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,200.0,6.0,518,577070
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,200.0,6.0,533,533564
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,200.0,6.0,501,572672
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,200.0,6.0,436,479066
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,200.0,6.0,520,602620
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,200.0,6.0,487,536236
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,200.0,6.0,448,481886
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,200.0,6.0,489,550734
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,200.0,6.0,508,538312
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_238461.ref,output,238461,200.0,6.0,395,474566
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,200.0,6.0,511,573566
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,200.0,6.0,451,511104
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_394826.ref,output,394826,200.0,6.0,495,535164
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,output,479728,200.0,6.0,358,467294
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,200.0,8.0,516,548284
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,200.0,8.0,477,551212
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,200.0,8.0,481,515136
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,200.0,8.0,497,543896
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,200.0,8.0,450,479270
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,200.0,8.0,482,581612
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,200.0,8.0,498,507060
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,200.0,8.0,465,483226
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,200.0,8.0,479,542082
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,200.0,8.0,437,508326
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,200.0,8.0,482,548398
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,200.0,8.0,458,492218
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,output,479728,200.0,8.0,395,449180
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,output,527875,200.0,8.0,368,416376
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,200.0,20.0,351,425112
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,200.0,20.0,351,414114
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,200.0,20.0,395,421702
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,200.0,20.0,350,423446
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,200.0,20.0,389,414496
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,200.0,20.0,373,432742
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,200.0,20.0,378,412266
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,200.0,20.0,399,415462
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,200.0,20.0,416,438502
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,200.0,20.0,317,416604
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,200.0,20.0,352,430520
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,200.0,20.0,357,412020
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,output,479728,200.0,20.0,321,406964
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,output,527875,200.0,20.0,400,421254
512_512_25_test_C3_250_particles_0.624_emittx_0.2_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_733579.ref,output,733579,200.0,20.0,365,433028
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,300.0,0.5,575,556352
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,300.0,0.5,693,690428
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,300.0,0.5,569,612210
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,300.0,0.5,647,616242
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,300.0,0.5,518,559622
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,300.0,0.5,617,679776
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,300.0,0.5,658,660696
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,300.0,0.5,560,558862
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,300.0,0.5,601,626726
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,300.0,0.5,593,604506
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,300.0,0.5,485,502112
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.001_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,300.0,1.0,335,362944
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.001_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,300.0,1.0,460,500326
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.001_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,300.0,1.0,401,377466
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.001_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,300.0,1.0,442,459764
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.001_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,300.0,1.0,399,414964
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.001_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,300.0,1.0,354,388316
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.001_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,300.0,1.0,371,383822
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.001_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,300.0,1.0,351,335998
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.001_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,300.0,1.0,298,368762
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.001_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,300.0,1.0,355,379914
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.001_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,300.0,1.0,309,350724
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,300.0,1.5,321,321920
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,300.0,1.5,330,385564
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,300.0,1.5,286,333948
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,300.0,1.5,374,391410
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,300.0,1.5,299,336178
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,300.0,1.5,309,329442
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,300.0,1.5,280,329290
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,300.0,1.5,319,330028
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,300.0,1.5,313,348764
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,300.0,1.5,886,746179
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0015_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,300.0,1.5,286,308346
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,300.0,2.0,288,306556
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,300.0,2.0,321,340006
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,300.0,2.0,265,306448
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,300.0,2.0,331,365946
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,300.0,2.0,307,298040
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,300.0,2.0,300,315450
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,300.0,2.0,290,303292
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,300.0,2.0,253,275628
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,300.0,2.0,284,296409
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,300.0,2.0,314,328342
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,300.0,2.0,271,299058
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,300.0,2.0,278,288394
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,output,479728,300.0,2.0,287,283978
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,output,527875,300.0,2.0,275,264326
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.002_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_733579.ref,output,733579,300.0,2.0,244,293450
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,300.0,2.5,283,298540
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,300.0,2.5,292,322700
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,300.0,2.5,245,284892
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,300.0,2.5,365,351148
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,300.0,2.5,282,277252
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,300.0,2.5,289,305502
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,300.0,2.5,245,284178
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,300.0,2.5,266,263142
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,300.0,2.5,287,277316
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,300.0,2.5,285,309884
