filename,source_dir,seed,emitx_nm,emity_nm,n_reach,n_total
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,300.0,2.5,280,285442
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,300.0,2.5,222,275100
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,output,479728,300.0,2.5,246,270710
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,output,527875,300.0,2.5,236,251120
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.0025_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_733579.ref,output,733579,300.0,2.5,452,527920
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,300.0,4.0,268,280012
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,300.0,4.0,252,296752
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,300.0,4.0,232,250534
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,300.0,4.0,293,324428
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,300.0,4.0,236,249386
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,300.0,4.0,267,287792
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,300.0,4.0,226,253408
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,300.0,4.0,227,240172
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,300.0,4.0,302,254616
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,300.0,4.0,257,275796
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,300.0,4.0,265,265580
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,300.0,4.0,255,252224
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,output,479728,300.0,4.0,249,240736
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,output,527875,300.0,4.0,216,229946
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.004_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_733579.ref,output,733579,300.0,4.0,244,289228
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,300.0,5.0,275,288818
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,300.0,5.0,262,247132
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,300.0,5.0,231,237504
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,300.0,5.0,263,252528
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,300.0,5.0,235,263244
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,300.0,5.0,201,263608
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,300.0,5.0,218,244790
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,output,479728,300.0,5.0,215,229084
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,output,527875,300.0,5.0,205,224502
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_733579.ref,output,733579,300.0,5.0,229,297214
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,300.0,6.0,239,267448
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,300.0,6.0,249,281430
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,300.0,6.0,204,242096
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,300.0,6.0,295,301326
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,300.0,6.0,211,241456
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,300.0,6.0,1275,1220202
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,300.0,6.0,232,246184
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,300.0,6.0,196,237832
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,300.0,6.0,200,256400
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,300.0,6.0,239,257706
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,300.0,6.0,208,239946
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,output,479728,300.0,6.0,205,225534
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,output,527875,300.0,6.0,195,222158
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.006_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_733579.ref,output,733579,300.0,6.0,263,300472
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,300.0,8.0,223,252660
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,300.0,8.0,248,264850
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,300.0,8.0,199,242260
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,300.0,8.0,246,281530
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,300.0,8.0,203,243028
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,300.0,8.0,270,298322
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,300.0,8.0,217,245830
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,300.0,8.0,225,239618
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,300.0,8.0,243,274868
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,300.0,8.0,234,247542
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,300.0,8.0,247,266370
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,300.0,8.0,210,231954
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,output,479728,300.0,8.0,216,222984
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,output,527875,300.0,8.0,217,225340
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.008_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_733579.ref,output,733579,300.0,8.0,235,297698
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,300.0,20.0,220,220956
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,300.0,20.0,181,212738
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,300.0,20.0,198,225340
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,300.0,20.0,214,226728
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,300.0,20.0,216,224084
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,300.0,20.0,191,232038
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,300.0,20.0,197,219342
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,300.0,20.0,212,224804
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,300.0,20.0,201,232822
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,300.0,20.0,184,216150
512_512_25_test_C3_250_particles_0.624_emittx_0.3_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,300.0,20.0,200,228318
512_512_25_test_C3_250_particles_0.624_emittx_0.4_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,400.0,20.0,115,137512
512_512_25_test_C3_250_particles_0.624_emittx_0.4_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,400.0,20.0,131,131888
512_512_25_test_C3_250_particles_0.624_emittx_0.4_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,400.0,20.0,103,138472
512_512_25_test_C3_250_particles_0.624_emittx_0.4_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,400.0,20.0,109,139696
512_512_25_test_C3_250_particles_0.624_emittx_0.4_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,400.0,20.0,130,140286
512_512_25_test_C3_250_particles_0.624_emittx_0.4_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,400.0,20.0,113,141102
512_512_25_test_C3_250_particles_0.624_emittx_0.4_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,400.0,20.0,112,136342
512_512_25_test_C3_250_particles_0.624_emittx_0.4_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,400.0,20.0,111,141780
512_512_25_test_C3_250_particles_0.624_emittx_0.4_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,400.0,20.0,155,141964
512_512_25_test_C3_250_particles_0.624_emittx_0.4_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,400.0,20.0,111,131678
512_512_25_test_C3_250_particles_0.624_emittx_0.4_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,400.0,20.0,99,139130
512_512_25_test_C3_250_particles_0.624_emittx_0.4_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,400.0,20.0,127,135690
512_512_25_test_C3_250_particles_0.624_emittx_0.4_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,output,479728,400.0,20.0,115,139836
512_512_25_test_C3_250_particles_0.624_emittx_0.4_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,output,527875,400.0,20.0,128,137558
512_512_25_test_C3_250_particles_0.624_emittx_0.4_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_733579.ref,output,733579,400.0,20.0,113,146650
512_512_25_test_C3_250_particles_0.624_emittx_0.5_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,500.0,20.0,85,96454
512_512_25_test_C3_250_particles_0.624_emittx_0.5_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,500.0,20.0,87,92830
512_512_25_test_C3_250_particles_0.624_emittx_0.5_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,500.0,20.0,97,95630
512_512_25_test_C3_250_particles_0.624_emittx_0.5_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,500.0,20.0,80,99352
512_512_25_test_C3_250_particles_0.624_emittx_0.5_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,500.0,20.0,81,99018
512_512_25_test_C3_250_particles_0.624_emittx_0.5_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,500.0,20.0,106,99392
512_512_25_test_C3_250_particles_0.624_emittx_0.5_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,500.0,20.0,87,97318
512_512_25_test_C3_250_particles_0.624_emittx_0.5_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,500.0,20.0,95,98138
512_512_25_test_C3_250_particles_0.624_emittx_0.5_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,500.0,20.0,97,97128
512_512_25_test_C3_250_particles_0.624_emittx_0.5_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,500.0,20.0,67,92934
512_512_25_test_C3_250_particles_0.624_emittx_0.5_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,500.0,20.0,90,95424
512_512_25_test_C3_250_particles_0.624_emittx_0.5_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,500.0,20.0,85,96020
512_512_25_test_C3_250_particles_0.624_emittx_0.5_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,output,479728,500.0,20.0,86,97260
512_512_25_test_C3_250_particles_0.624_emittx_0.5_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,output,527875,500.0,20.0,86,95182
512_512_25_test_C3_250_particles_0.624_emittx_0.5_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_733579.ref,output,733579,500.0,20.0,90,100392
512_512_25_test_C3_250_particles_0.624_emittx_0.6_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,600.0,20.0,80,74412
512_512_25_test_C3_250_particles_0.624_emittx_0.6_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,600.0,20.0,62,73654
512_512_25_test_C3_250_particles_0.624_emittx_0.6_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,600.0,20.0,57,74034
512_512_25_test_C3_250_particles_0.624_emittx_0.6_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,600.0,20.0,59,75268
512_512_25_test_C3_250_particles_0.624_emittx_0.6_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,600.0,20.0,64,76048
512_512_25_test_C3_250_particles_0.624_emittx_0.6_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,600.0,20.0,74,75526
512_512_25_test_C3_250_particles_0.624_emittx_0.6_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,600.0,20.0,59,75052
512_512_25_test_C3_250_particles_0.624_emittx_0.6_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,600.0,20.0,50,75208
512_512_25_test_C3_250_particles_0.624_emittx_0.6_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,600.0,20.0,84,76670
512_512_25_test_C3_250_particles_0.624_emittx_0.6_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,600.0,20.0,81,73186
512_512_25_test_C3_250_particles_0.624_emittx_0.6_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,600.0,20.0,69,73754
512_512_25_test_C3_250_particles_0.624_emittx_0.6_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,600.0,20.0,65,75344
512_512_25_test_C3_250_particles_0.624_emittx_0.6_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,output,479728,600.0,20.0,71,75472
512_512_25_test_C3_250_particles_0.624_emittx_0.6_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,output,527875,600.0,20.0,73,74494
512_512_25_test_C3_250_particles_0.624_emittx_0.6_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_733579.ref,output,733579,600.0,20.0,82,77670
512_512_25_test_C3_250_particles_0.624_emittx_0.7_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,700.0,20.0,49,61780
512_512_25_test_C3_250_particles_0.624_emittx_0.7_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,700.0,20.0,66,60532
512_512_25_test_C3_250_particles_0.624_emittx_0.7_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,700.0,20.0,57,61318
512_512_25_test_C3_250_particles_0.624_emittx_0.7_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,700.0,20.0,39,62970
512_512_25_test_C3_250_particles_0.624_emittx_0.7_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,700.0,20.0,49,61502
512_512_25_test_C3_250_particles_0.624_emittx_0.7_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,700.0,20.0,64,62472
512_512_25_test_C3_250_particles_0.624_emittx_0.7_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,700.0,20.0,61,61956
512_512_25_test_C3_250_particles_0.624_emittx_0.7_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,700.0,20.0,56,62098
512_512_25_test_C3_250_particles_0.624_emittx_0.7_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,700.0,20.0,51,62464
512_512_25_test_C3_250_particles_0.624_emittx_0.7_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,700.0,20.0,51,60528
512_512_25_test_C3_250_particles_0.624_emittx_0.7_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,700.0,20.0,70,61394
512_512_25_test_C3_250_particles_0.624_emittx_0.7_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,700.0,20.0,64,61490
512_512_25_test_C3_250_particles_0.624_emittx_0.7_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,output,479728,700.0,20.0,68,62602
512_512_25_test_C3_250_particles_0.624_emittx_0.7_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,output,527875,700.0,20.0,71,60938
512_512_25_test_C3_250_particles_0.624_emittx_0.7_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_733579.ref,output,733579,700.0,20.0,66,62152
512_512_25_test_C3_250_particles_0.624_emittx_0.8_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,800.0,20.0,41,53704
512_512_25_test_C3_250_particles_0.624_emittx_0.8_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,800.0,20.0,62,53462
512_512_25_test_C3_250_particles_0.624_emittx_0.8_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,800.0,20.0,48,52354
512_512_25_test_C3_250_particles_0.624_emittx_0.8_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,800.0,20.0,37,54366
512_512_25_test_C3_250_particles_0.624_emittx_0.8_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,800.0,20.0,69,53332
512_512_25_test_C3_250_particles_0.624_emittx_0.8_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,800.0,20.0,52,53766
512_512_25_test_C3_250_particles_0.624_emittx_0.8_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,800.0,20.0,49,53470
512_512_25_test_C3_250_particles_0.624_emittx_0.8_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167029.ref,output,167029,800.0,20.0,39,53566
512_512_25_test_C3_250_particles_0.624_emittx_0.8_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_167815.ref,output,167815,800.0,20.0,44,52528
512_512_25_test_C3_250_particles_0.624_emittx_0.8_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_286038.ref,output,286038,800.0,20.0,50,53186
512_512_25_test_C3_250_particles_0.624_emittx_0.8_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_360177.ref,output,360177,800.0,20.0,59,53542
512_512_25_test_C3_250_particles_0.624_emittx_0.8_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_479728.ref,output,479728,800.0,20.0,54,54042
512_512_25_test_C3_250_particles_0.624_emittx_0.8_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_527875.ref,output,527875,800.0,20.0,57,52954
512_512_25_test_C3_250_particles_0.624_emittx_0.8_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_733579.ref,output,733579,800.0,20.0,56,53884
512_512_25_test_C3_250_particles_0.624_emittx_0.9_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_100805.ref,output,100805,900.0,0.5,128,140684
512_512_25_test_C3_250_particles_0.624_emittx_0.9_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105469.ref,output,105469,900.0,0.5,158,154288
512_512_25_test_C3_250_particles_0.624_emittx_0.9_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_105648.ref,output,105648,900.0,0.5,126,151442
512_512_25_test_C3_250_particles_0.624_emittx_0.9_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_130471.ref,output,130471,900.0,0.5,135,146144
512_512_25_test_C3_250_particles_0.624_emittx_0.9_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_135135.ref,output,135135,900.0,0.5,138,147328
512_512_25_test_C3_250_particles_0.624_emittx_0.9_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_143455.ref,output,143455,900.0,0.5,147,150796
512_512_25_test_C3_250_particles_0.624_emittx_0.9_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_145992.ref,output,145992,900.0,0.5,162,155612
512_512_25_test_C3_250_particles_0.624_emittx_0.9_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_153768.ref,output,153768,900.0,0.5,150,152054
512_512_25_test_C3_250_particles_0.624_emittx_0.9_emitty_0.0005_betax_12.0_betay_0.12_sigmaz_100_offsety_0_seed_159302.ref,output,159302,900.0,0.5,155,144068
