dataset,eps_y_nm,seed,n_x,n_y,n_z,n_m,channel,n_pairs,n_reach,frac_of_total_pct,reach_frac_of_total_pct,reach_pct,pt_median_MeV,pt_mean_MeV,pt_p90_MeV,pt_p99_MeV,pt_max_MeV,pt_median_reach_MeV,E_median_GeV,E_mean_GeV,theta_median_mrad,frac_pt_gt_20MeV
nominal,2.0,130471,512,512,25,100000,LL,45306,46,44.22341090114009,43.80952380952381,0.10153180594181786,1.3111885285337892,5.23361434457458,15.52299628588073,48.53153353903793,175.08114799331784,15.836780813982335,0.01922555,0.8871426094587913,56.01690763483815,7.270560190703218
nominal,2.0,130471,512,512,25,100000,ALL,102448,105,100.0,100.0,0.1024910198344526,2.1444864464211,6.717310482340587,20.34830658508478,46.567351004873615,229.96450432191463,15.588304261127744,0.08128235,1.2434791938726768,22.105014282468172,10.260815242854912
nominal,2.0,135135,512,512,25,100000,BW,2350,13,2.234052666603289,11.926605504587156,0.5531914893617021,1.5790550849454286,4.416956993371487,12.828087954181907,35.14860276212751,53.54703392117904,15.984454955361713,0.02025705,0.6060467262004257,51.456151379873475,4.8936170212765955
nominal,2.0,135135,512,512,25,100000,BH,55448,48,52.712235003327315,44.03669724770642,0.08656759486365603,3.30593694259912,8.048693976269385,23.465723006549222,46.24157506832502,79.88784450284152,13.930166333152837,0.248106,1.5883180854285095,11.64253422396122,13.261073438176311
nominal,2.0,135135,512,512,25,100000,LL,47392,48,45.053712330069395,44.03669724770642,0.1012829169480081,1.293857030710332,5.266678694126963,15.57048448314378,48.911159336859114,117.01660551810785,15.804672821921363,0.019622300000000002,0.888222346718539,55.03981080643532,7.305030384875084
nominal,2.0,135135,512,512,25,100000,ALL,105190,109,100.0,100.0,0.1036220173020249,2.1205220384688217,6.714157897163922,20.504586404936052,47.03715433873382,117.01660551810785,14.599157751001009,0.0789304,1.25095450578093,22.219316963069605,10.390721551478277
nominal,2.0,143455,512,512,25,100000,BW,2362,7,2.241794954537689,6.862745098039215,0.29635901778154106,1.5970307847444045,5.008658591270894,13.98685684254269,34.89233451492922,175.49867290475996,14.638368362698005,0.0324471,0.5928986530215918,43.630215183369664,5.927180355630822
nominal,2.0,143455,512,512,25,100000,BH,56094,30,53.239308289516146,29.41176470588235,0.05348165579206332,3.4154509133993356,8.101379968651866,23.560651639579255,45.58694624142356,78.35066484903614,15.46874942059043,0.2601515,1.6069761051098872,11.41094512642418,13.332976788961387
nominal,2.0,143455,512,512,25,100000,LL,46906,65,44.518896755946166,63.72549019607843,0.13857502238519592,1.3140132964931328,5.270828763714413,15.555674933947063,49.453719105023076,107.73783797364909,14.875508555833369,0.01902665,0.8853776432833753,56.53178982264184,7.248539632456402
nominal,2.0,143455,512,512,25,100000,ALL,105362,102,100.0,100.0,0.09680909625861316,2.178212610723541,6.771917328305535,20.583654367596594,46.927054739875175,175.49867290475996,15.170863045216459,0.08202775000000001,1.2629948937408269,21.78528786221534,10.458229722290769
nominal,2.0,145992,512,512,25,100000,BW,2516,15,2.2582034896244703,14.851485148514852,0.5961844197138315,1.552366141575246,4.759917214562848,13.571099859528692,35.37061711805313,150.33511952022636,19.066531173157436,0.02548695,0.5783916309916534,42.17428280270699,5.4451510333863276
